podheader,poddescription,newsheader,multiline-newsdescription,singleline-newsdescription
A Bit of Relief: ‘Soup Is Soup’
,A granddaughter cooks with her grandma over FaceTime.
‘On Tech With Shira Ovide’
,Can our phones stop a pandemic?
Listen to ‘Still Processing’
,"“Tiger King”: Big personalities, big issues and big cats."
,,"Torn Over Economy, Trump Faces ‘Biggest Decision I’ve Ever Had to Make’"
,,,"President Trump finds himself pulled in opposite directions: Businesses want to reopen the country quickly, and medical experts beg for more time.The decision is actually not only up to Mr. Trump; governors will have the final say. But if he gave new guidance, many states would most likely follow."
,,LIVEUpdates: China Halts Exports of Crucial Medical Supplies
,,,,Beijing said the ban would hold until customs officials do quality inspections on each shipment. Here’s the latest.
,,Trump Says Countries Must Accept Deportees or Lose Visas
,,,,It’s the latest restrictive border measure implemented amid the coronavirus pandemic. Catch up on other virus-related news from the United States.
,,"Global Trade Sputters, Leaving Too Much Here, Too Little There"
,,,,"As the pandemic stretches on, consumers and businesses could run short of some products in months to come."
,,Restarting America Means People Will Die. So When Do We Do It?
,,,,The Times Magazine convened five thinkers to weigh the moral choice we face.
,,The Times is providing free access on the coronavirus crisis. Start here for a guide to all our coverage.
,,"Virus Deaths Mount, but N.Y. Avoids Predicted Surge at Hospitals So Far"
,,,,"Officials had estimated that 140,000 hospital beds might be needed to treat coronavirus patients. Only about 18,500 were in use by week’s end."
,,"The Guggenheim Museum, facing a $10 million shortfall, is turning to furloughs and pay cuts."
,,What N.Y.C. Sounds Like Every Night at 7
,,,,"For many New Yorkers, the time of coronavirus has brought a nightly ritual: the cheer for front-line workers."
,,‘Like a Prison’: Paris Suburbs Simmer Under Coronavirus Lockdown
,,,,"A combination of cramped quarters, economic stress and accusations of police abuse is inflaming tensions in the poorer districts around the city."
,,Apple and Google Team Up to ‘Contact Trace’ the Coronavirus
,,,,The technology giants said they would embed a feature in iPhones and Android devices to enable users to track infected people they’d come close to.
,,"Burning Cell Towers, Out of Baseless Fear They Spread the Virus"
,,,,"A conspiracy theory linking the spread of the coronavirus to 5G wireless technology has spurred more than 100 incidents this month, British officials said."
,,"‘Please Don’t Let Me Die’: In Labor, and Turned Away by 5 Hospitals"
,,,,"We spent weeks following women inside Venezuela’s health care system, which has been crippled by a broken economy overseen by an increasingly authoritarian government."
,,"The Editorial Board‘We’re Going Down, Down, Down, Down, Down’"
,,,,Staggering job losses are not a foregone conclusion. There is still time to fix the federal government’s aid program.
,,"Mira JacobWe Left New York With Clothes, Our Cat and Three Bottles of Disinfectant"
,,,,A graphic short story of my family’s coronavirus journey across the country.
,,"In Taiwan, Play Remains ‘Pseudo Normal’ for Pro Basketball"
,,,,"There are no fans in the training center where the games are hosted. “It feels like an adult league,” said one player."
,,Has Coronavirus Made the Internet Better?
,,,,"Social media is bringing family and friends together, raising money and spreading art freely around the world. What took so long?"
,,"Show Us a Time Before the Pandemic, When Life Felt Normal"
,,,,"We want to see the moments you captured in photos and video before the pandemic hit, and hear what they mean to you now."
